PRINT_TYPE,TGID,TID,PROCESS_NAME,KMALLOC_TOTAL_COUNT,KMALLOC_COUNT,KFREE_COUNT,KMALLOC_KIND,KMALLOC_TOP_ENTROPY,KMALLOC_TOP_GINI,DANGER
1513,6507,6507,poc,5,6,1,4,1.921928095,0.72,1
1514,6507,6507,poc,7,7,0,6,2.521640636,0.816326531,1
1530,6335,6335,poc,535,663,128,9,1.683744692,0.642739104,1
1530,6509,6509,poc,10,13,3,8,2.846439345,0.84,1
1544,6511,6511,poc,10,13,3,8,2.846439345,0.84,1
1544,6335,6335,poc,530,658,128,9,1.673774741,0.641658953,1
1562,6335,6335,poc,535,663,128,9,1.683594715,0.641942528,1
1562,6513,6513,poc,10,13,3,8,2.846439345,0.84,1
1581,6335,6335,poc,533,661,128,9,1.696472303,0.644713452,1
1581,6515,6515,poc,10,13,3,8,2.846439345,0.84,1
1597,6335,6335,poc,552,552,0,5,1.324740826,0.557124291,1
1598,6335,6335,poc,93,111,18,6,0.480490365,0.121256392,1
1598,6517,6517,poc,10,13,3,8,2.846439345,0.84,1
1615,6335,6335,poc,534,662,128,9,1.705206119,0.645997279,1
1615,6519,6519,poc,10,13,3,8,2.846439345,0.84,1
1631,6335,6335,poc,537,665,128,9,1.704453729,0.645325954,1
1631,6521,6521,poc,12,13,1,9,3.022055209,0.861111111,1
1646,6335,6335,poc,530,658,128,9,1.673774741,0.641658953,1
1646,6523,6523,poc,10,13,3,8,2.846439345,0.84,1
1660,6335,6335,poc,537,665,128,9,1.6994445,0.645270469,1
1660,6525,6525,poc,10,13,3,8,2.846439345,0.84,1
1680,6335,6335,poc,532,660,128,9,1.687256653,0.643415399,1
1681,6527,6527,poc,10,13,3,8,2.846439345,0.84,1
1696,6335,6335,poc,538,666,128,9,1.709782891,0.645789859,1
1696,6529,6529,poc,10,13,3,8,2.846439345,0.84,1
1713,6531,6531,poc,12,13,1,9,3.022055209,0.861111111,1
1713,6335,6335,poc,533,661,128,9,1.696472303,0.644713452,1
1730,6335,6335,poc,540,668,128,9,1.72007985,0.648223594,1
1730,6533,6533,poc,10,13,3,8,2.846439345,0.84,1
1745,6335,6335,poc,8,8,0,2,1,0.5,1
1746,6335,6335,poc,526,654,128,9,1.70752534,0.646250488,1
1746,6535,6535,poc,10,13,3,8,2.846439345,0.84,1
1760,6335,6335,poc,643,660,17,7,1.663138544,0.654818369,1
1761,6335,6335,poc,7,7,0,5,2.128085279,0.734693878,1
1761,6537,6537,poc,10,13,3,8,2.846439345,0.84,1
1779,6335,6335,poc,532,660,128,9,1.687256653,0.643415399,1
1779,6539,6539,poc,10,13,3,8,2.846439345,0.84,1
1795,6335,6335,poc,625,625,0,5,1.573348064,0.63220224,1
1796,6335,6335,poc,21,41,20,6,1.041119405,0.305770375,1
1796,6541,6541,poc,10,13,3,8,2.846439345,0.84,1
1810,6335,6335,poc,534,662,128,9,1.705206119,0.645997279,1
1811,6543,6543,poc,10,13,3,8,2.846439345,0.84,1
1829,6335,6335,poc,532,660,128,7,1.657285316,0.640468653,1
1830,6545,6545,poc,10,13,3,8,2.846439345,0.84,1
1830,6335,6335,poc,7,7,0,5,2.128085279,0.734693878,1
1845,6547,6547,poc,10,13,3,8,2.846439345,0.84,1
1845,6335,6335,poc,534,662,128,9,1.705206119,0.645997279,1
1863,6335,6335,poc,539,667,128,9,1.712726182,0.646989374,1
1863,6549,6549,poc,10,13,3,8,2.846439345,0.84,1
1880,6335,6335,poc,534,662,128,9,1.705206119,0.645997279,1
1880,6551,6551,poc,10,13,3,8,2.846439345,0.84,1
1898,6335,6335,poc,532,660,128,7,1.657285316,0.640468653,1
1899,6335,6335,poc,7,7,0,5,2.128085279,0.734693878,1
1899,6553,6553,poc,10,13,3,8,2.846439345,0.84,1
1915,6335,6335,poc,533,661,128,9,1.680600781,0.641981914,1
1915,6555,6555,poc,5,6,1,4,1.921928095,0.72,1
1916,6555,6555,poc,7,7,0,6,2.521640636,0.816326531,1
